match_id,date,competition,phase,team_a,team_b,goals_a,goals_b,neutral,knockout,elo_a_pre,elo_b_pre,fifa_rank_a_pre,fifa_rank_b_pre,market_prob_a_pre,market_prob_draw_pre,market_prob_b_pre,squad_quality_a_pre,squad_quality_b_pre,historical_strength_a_pre,historical_strength_b_pre,city,venue_country,source_dataset,source_url,data_quality_note
19910721_Chile_vs_Brazil,1991-07-21,Copa América,unknown_stage_from_source,Chile,Brazil,0,2,0,,1671.940,1786.412,,,,,,,,0.414581,0.661641,Santiago,Chile,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920610_Sweden_vs_France,1992-06-10,UEFA Euro,unknown_stage_from_source,Sweden,France,1,1,0,,1694.447,1805.700,,,,,,,,0.432419,0.547480,Solna,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920611_Denmark_vs_England,1992-06-11,UEFA Euro,unknown_stage_from_source,Denmark,England,0,0,1,,1725.643,1824.434,,,,,,,,0.422949,0.509150,Malmö,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920612_Netherlands_vs_Scotland,1992-06-12,UEFA Euro,unknown_stage_from_source,Netherlands,Scotland,1,0,1,,1792.910,1658.518,,,,,,,,0.560444,0.309000,Gothenburg,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920612_Russia_vs_Germany,1992-06-12,UEFA Euro,unknown_stage_from_source,Russia,Germany,1,1,1,,1775.778,1878.202,,,,,,,,0.574242,0.663112,Norrköping,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920614_France_vs_England,1992-06-14,UEFA Euro,unknown_stage_from_source,France,England,0,0,1,,1799.196,1818.619,,,,,,,,0.543095,0.506233,Malmö,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920614_Sweden_vs_Denmark,1992-06-14,UEFA Euro,unknown_stage_from_source,Sweden,Denmark,1,0,0,,1700.951,1731.459,,,,,,,,0.430260,0.418690,Solna,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920615_Netherlands_vs_Russia,1992-06-15,UEFA Euro,unknown_stage_from_source,Netherlands,Russia,0,0,1,,1806.169,1781.796,,,,,,,,0.573172,0.569556,Gothenburg,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920615_Scotland_vs_Germany,1992-06-15,UEFA Euro,unknown_stage_from_source,Scotland,Germany,0,2,1,,1645.259,1872.184,,,,,,,,0.296429,0.659544,Norrköping,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920617_France_vs_Denmark,1992-06-17,UEFA Euro,unknown_stage_from_source,France,Denmark,1,2,1,,1800.369,1708.620,,,,,,,,0.538915,0.393778,Malmö,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920617_Sweden_vs_England,1992-06-17,UEFA Euro,unknown_stage_from_source,Sweden,England,2,1,0,,1723.790,1817.446,,,,,,,,0.446162,0.503431,Solna,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920618_Netherlands_vs_Germany,1992-06-18,UEFA Euro,unknown_stage_from_source,Netherlands,Germany,3,1,1,,1804.699,1881.098,,,,,,,,0.566615,0.663549,Gothenburg,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920618_Scotland_vs_Russia,1992-06-18,UEFA Euro,unknown_stage_from_source,Scotland,Russia,3,0,1,,1636.345,1783.267,,,,,,,,0.282955,0.565072,Norrköping,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920621_Sweden_vs_Germany,1992-06-21,UEFA Euro,unknown_stage_from_source,Sweden,Germany,2,3,0,,1750.318,1853.976,,,,,,,,0.461127,0.655833,Solna,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920622_Netherlands_vs_Denmark,1992-06-22,UEFA Euro,unknown_stage_from_source,Netherlands,Denmark,2,2,1,,1831.820,1735.040,,,,,,,,0.579747,0.428854,Gothenburg,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19920626_Denmark_vs_Germany,1992-06-26,UEFA Euro,unknown_stage_from_source,Denmark,Germany,2,0,1,,1740.743,1868.890,,,,,,,,0.425000,0.659272,Gothenburg,Sweden,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930615_Ecuador_vs_Venezuela,1993-06-15,Copa América,unknown_stage_from_source,Ecuador,Venezuela,6,1,0,,1517.996,1255.744,,,,,,,,0.108755,0.024198,Quito,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930616_Colombia_vs_Mexico,1993-06-16,Copa América,unknown_stage_from_source,Colombia,Mexico,2,1,1,,1638.094,1790.331,,,,,,,,0.322817,0.258793,Machala,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930616_Uruguay_vs_United_States,1993-06-16,Copa América,unknown_stage_from_source,Uruguay,United States,1,0,1,,1710.945,1588.259,,,,,,,,0.636612,0.268500,Ambato,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930617_Argentina_vs_Bolivia,1993-06-17,Copa América,unknown_stage_from_source,Argentina,Bolivia,1,0,1,,1827.437,1454.419,,,,,,,,0.703665,0.182854,Guayaquil,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930618_Brazil_vs_Peru,1993-06-18,Copa América,unknown_stage_from_source,Brazil,Peru,0,0,1,,1821.416,1457.892,,,,,,,,0.663376,0.421356,Cuenca,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930618_Paraguay_vs_Chile,1993-06-18,Copa América,unknown_stage_from_source,Paraguay,Chile,1,0,1,,1573.762,1659.548,,,,,,,,0.455912,0.411923,Cuenca,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930619_Ecuador_vs_United_States,1993-06-19,Copa América,unknown_stage_from_source,Ecuador,United States,2,0,0,,1530.166,1574.381,,,,,,,,0.120972,0.248182,Quito,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930619_Uruguay_vs_Venezuela,1993-06-19,Copa América,unknown_stage_from_source,Uruguay,Venezuela,2,2,1,,1724.823,1243.574,,,,,,,,0.638333,0.018512,Ambato,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930620_Argentina_vs_Mexico,1993-06-20,Copa América,unknown_stage_from_source,Argentina,Mexico,1,1,1,,1831.829,1760.676,,,,,,,,0.704974,0.251667,Guayaquil,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930620_Colombia_vs_Bolivia,1993-06-20,Copa América,unknown_stage_from_source,Colombia,Bolivia,1,1,1,,1667.749,1450.026,,,,,,,,0.331597,0.181152,Machala,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930621_Brazil_vs_Chile,1993-06-21,Copa América,unknown_stage_from_source,Brazil,Chile,2,3,1,,1805.028,1633.466,,,,,,,,0.661845,0.409586,Cuenca,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930621_Paraguay_vs_Peru,1993-06-21,Copa América,unknown_stage_from_source,Paraguay,Peru,1,1,1,,1599.844,1474.280,,,,,,,,0.459529,0.420868,Cuenca,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930622_Ecuador_vs_Uruguay,1993-06-22,Copa América,unknown_stage_from_source,Ecuador,Uruguay,2,1,0,,1555.645,1706.299,,,,,,,,0.131314,0.636855,Quito,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930622_United_States_vs_Venezuela,1993-06-22,Copa América,unknown_stage_from_source,United States,Venezuela,3,3,1,,1548.902,1262.098,,,,,,,,0.227500,0.030402,Quito,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930623_Argentina_vs_Colombia,1993-06-23,Copa América,unknown_stage_from_source,Argentina,Colombia,1,1,1,,1827.588,1656.078,,,,,,,,0.703204,0.332032,Guayaquil,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930623_Mexico_vs_Bolivia,1993-06-23,Copa América,unknown_stage_from_source,Mexico,Bolivia,0,0,1,,1764.918,1461.697,,,,,,,,0.255269,0.183374,Portoviejo,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930624_Brazil_vs_Paraguay,1993-06-24,Copa América,unknown_stage_from_source,Brazil,Paraguay,3,0,1,,1774.427,1592.569,,,,,,,,0.658714,0.458837,Cuenca,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930624_Chile_vs_Peru,1993-06-24,Copa América,unknown_stage_from_source,Chile,Peru,0,1,1,,1664.068,1481.555,,,,,,,,0.413038,0.420389,Cuenca,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930626_Colombia_vs_Uruguay,1993-06-26,Copa América,unknown_stage_from_source,Colombia,Uruguay,1,1,1,,1665.677,1676.724,,,,,,,,0.332455,0.633690,Guayaquil,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930626_Ecuador_vs_Paraguay,1993-06-26,Copa América,unknown_stage_from_source,Ecuador,Paraguay,3,0,0,,1585.220,1578.596,,,,,,,,0.140891,0.455238,Quito,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930627_Brazil_vs_Argentina,1993-06-27,Copa América,unknown_stage_from_source,Brazil,Argentina,1,1,1,,1788.400,1817.989,,,,,,,,0.660665,0.701452,Guayaquil,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930627_Peru_vs_Mexico,1993-06-27,Copa América,unknown_stage_from_source,Peru,Mexico,2,4,1,,1512.673,1750.160,,,,,,,,0.424807,0.258646,Quito,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930630_Ecuador_vs_Mexico,1993-06-30,Copa América,unknown_stage_from_source,Ecuador,Mexico,0,2,0,,1613.692,1762.068,,,,,,,,0.151284,0.281111,Quito,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930701_Colombia_vs_Argentina,1993-07-01,Copa América,unknown_stage_from_source,Colombia,Argentina,0,0,1,,1666.345,1816.205,,,,,,,,0.332867,0.699718,Guayaquil,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930703_Ecuador_vs_Colombia,1993-07-03,Copa América,unknown_stage_from_source,Ecuador,Colombia,0,1,0,,1600.786,1674.880,,,,,,,,0.149564,0.333268,Portoviejo,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19930704_Argentina_vs_Mexico,1993-07-04,Copa América,unknown_stage_from_source,Argentina,Mexico,2,1,1,,1807.669,1774.974,,,,,,,,0.698002,0.302255,Guayaquil,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940617_Germany_vs_Bolivia,1994-06-17,FIFA World Cup,unknown_stage_from_source,Germany,Bolivia,1,0,1,,1860.832,1540.142,,,,,,,,0.651780,0.185542,Chicago,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940617_Spain_vs_South_Korea,1994-06-17,FIFA World Cup,unknown_stage_from_source,Spain,South Korea,2,2,1,,1768.448,1721.077,,,,,,,,0.468593,0.000000,Dallas,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940618_Colombia_vs_Romania,1994-06-18,FIFA World Cup,unknown_stage_from_source,Colombia,Romania,1,3,1,,1767.741,1735.597,,,,,,,,0.341342,0.308889,Pasadena,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940618_Italy_vs_Republic_of_Ireland,1994-06-18,FIFA World Cup,unknown_stage_from_source,Italy,Republic of Ireland,0,1,1,,1834.060,1734.612,,,,,,,,0.634231,0.357708,East Rutherford,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940618_United_States_vs_Switzerland,1994-06-18,FIFA World Cup,unknown_stage_from_source,United States,Switzerland,1,1,0,,1594.395,1706.288,,,,,,,,0.237949,0.308148,Pontiac,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940619_Belgium_vs_Morocco,1994-06-19,FIFA World Cup,unknown_stage_from_source,Belgium,Morocco,1,0,1,,1693.890,1681.044,,,,,,,,0.352941,0.305000,Orlando,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940619_Cameroon_vs_Sweden,1994-06-19,FIFA World Cup,unknown_stage_from_source,Cameroon,Sweden,2,2,1,,1675.251,1760.385,,,,,,,,0.488750,0.449238,Pasadena,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940619_Norway_vs_Mexico,1994-06-19,FIFA World Cup,unknown_stage_from_source,Norway,Mexico,1,0,1,,1695.441,1770.567,,,,,,,,0.045000,0.294905,"Washington, D.C.",United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940620_Brazil_vs_Russia,1994-06-20,FIFA World Cup,unknown_stage_from_source,Brazil,Russia,2,0,1,,1806.877,1734.589,,,,,,,,0.659171,0.552092,Palo Alto,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940620_Netherlands_vs_Saudi_Arabia,1994-06-20,FIFA World Cup,unknown_stage_from_source,Netherlands,Saudi Arabia,2,1,1,,1824.315,1699.855,,,,,,,,0.573382,,"Washington, D.C.",United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940621_Argentina_vs_Greece,1994-06-21,FIFA World Cup,unknown_stage_from_source,Argentina,Greece,4,0,1,,1781.328,1601.847,,,,,,,,0.699306,0.136111,Foxborough,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940621_Germany_vs_Spain,1994-06-21,FIFA World Cup,unknown_stage_from_source,Germany,Spain,1,1,1,,1866.559,1765.603,,,,,,,,0.655187,0.466304,Chicago,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940621_Nigeria_vs_Bulgaria,1994-06-21,FIFA World Cup,unknown_stage_from_source,Nigeria,Bulgaria,3,0,1,,1732.855,1655.336,,,,,,,,,0.125000,Dallas,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940622_Romania_vs_Switzerland,1994-06-22,FIFA World Cup,unknown_stage_from_source,Romania,Switzerland,1,4,1,,1760.433,1699.749,,,,,,,,0.352083,0.311053,Pontiac,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940622_United_States_vs_Colombia,1994-06-22,FIFA World Cup,unknown_stage_from_source,United States,Colombia,2,1,0,,1600.934,1742.904,,,,,,,,0.246905,0.336966,Pasadena,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940623_Italy_vs_Norway,1994-06-23,FIFA World Cup,unknown_stage_from_source,Italy,Norway,1,0,1,,1807.208,1720.912,,,,,,,,0.625303,0.500000,East Rutherford,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940623_South_Korea_vs_Bolivia,1994-06-23,FIFA World Cup,unknown_stage_from_source,South Korea,Bolivia,0,0,1,,1723.922,1534.416,,,,,,,,0.030741,0.183869,Foxborough,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940624_Brazil_vs_Cameroon,1994-06-24,FIFA World Cup,unknown_stage_from_source,Brazil,Cameroon,3,0,1,,1824.633,1680.297,,,,,,,,0.660875,0.474815,Palo Alto,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940624_Mexico_vs_Republic_of_Ireland,1994-06-24,FIFA World Cup,unknown_stage_from_source,Mexico,Republic of Ireland,2,1,1,,1745.096,1761.464,,,,,,,,0.287963,0.424074,Orlando,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940624_Sweden_vs_Russia,1994-06-24,FIFA World Cup,unknown_stage_from_source,Sweden,Russia,3,1,1,,1755.340,1716.834,,,,,,,,0.446852,0.540590,Pontiac,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940625_Argentina_vs_Nigeria,1994-06-25,FIFA World Cup,unknown_stage_from_source,Argentina,Nigeria,2,1,1,,1797.732,1754.804,,,,,,,,0.701279,1.000000,Foxborough,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940625_Belgium_vs_Netherlands,1994-06-25,FIFA World Cup,unknown_stage_from_source,Belgium,Netherlands,1,0,1,,1714.114,1838.099,,,,,,,,0.370143,0.584286,Orlando,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940625_Saudi_Arabia_vs_Morocco,1994-06-25,FIFA World Cup,unknown_stage_from_source,Saudi Arabia,Morocco,2,1,1,,1686.071,1660.820,,,,,,,,0.045000,0.272500,East Rutherford,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940626_Bulgaria_vs_Greece,1994-06-26,FIFA World Cup,unknown_stage_from_source,Bulgaria,Greece,4,0,1,,1633.387,1585.444,,,,,,,,0.115000,0.079583,Chicago,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940626_Switzerland_vs_Colombia,1994-06-26,FIFA World Cup,unknown_stage_from_source,Switzerland,Colombia,0,2,1,,1732.979,1713.771,,,,,,,,0.347750,0.333270,Palo Alto,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940626_United_States_vs_Romania,1994-06-26,FIFA World Cup,unknown_stage_from_source,United States,Romania,0,1,0,,1630.067,1727.204,,,,,,,,0.294111,0.328725,Pasadena,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940627_Bolivia_vs_Spain,1994-06-27,FIFA World Cup,unknown_stage_from_source,Bolivia,Spain,1,3,1,,1544.855,1771.539,,,,,,,,0.185980,0.464113,Chicago,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940627_Germany_vs_South_Korea,1994-06-27,FIFA World Cup,unknown_stage_from_source,Germany,South Korea,3,2,1,,1860.623,1713.483,,,,,,,,0.651944,0.064000,Dallas,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940628_Brazil_vs_Sweden,1994-06-28,FIFA World Cup,unknown_stage_from_source,Brazil,Sweden,1,1,1,,1841.214,1775.511,,,,,,,,0.662786,0.461802,Pontiac,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19940628_Republic_of_Ireland_vs_Norway,1994-06-28,FIFA World Cup,unknown_stage_from_source,Republic of Ireland,Norway,0,0,1,,1739.475,1705.023,,,,,,,,0.386167,0.348333,East Rutherford,United States,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
